seed,period,log10_period,brent_evaluations,analytic_period_divisor,initial_collision_sites,mean_collision_sites_30,max_collision_sites_30,nonzero_collision_steps_30,mean_step_hamming_30,unique_density_frames_31,collision_t0,collision_t1,collision_t2,collision_t3,collision_t4,collision_t5,collision_t6,collision_t7,collision_t8,collision_t9,collision_t10,collision_t11,collision_t12,collision_t13,collision_t14,collision_t15,collision_t16,collision_t17,collision_t18,collision_t19,collision_t20,collision_t21,collision_t22,collision_t23,collision_t24,collision_t25,collision_t26,collision_t27,collision_t28,collision_t29,hamming_t0,hamming_t1,hamming_t2,hamming_t3,hamming_t4,hamming_t5,hamming_t6,hamming_t7,hamming_t8,hamming_t9,hamming_t10,hamming_t11,hamming_t12,hamming_t13,hamming_t14,hamming_t15,hamming_t16,hamming_t17,hamming_t18,hamming_t19,hamming_t20,hamming_t21,hamming_t22,hamming_t23,hamming_t24,hamming_t25,hamming_t26,hamming_t27,hamming_t28,hamming_t29
880181,30,1.477121254720,61,5,0,0.466666666667,2,10,24.000000000000,24,0,0,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
880182,75,1.875061263392,202,5,0,0.566666666667,2,14,23.533333333333,29,0,0,2,1,0,1,0,1,1,0,0,0,2,0,1,0,0,1,1,1,1,0,1,1,0,0,0,2,0,0,26,26,26,24,22,22,20,22,24,26,26,26,24,22,22,22,22,22,22,20,20,22,22,24,26,26,26,26,24,24
880183,3685,3.566437492195,7780,5,4,1.166666666667,4,22,23.200000000000,31,4,1,1,0,1,1,1,1,1,1,3,0,2,2,0,2,0,2,2,0,0,0,2,2,1,1,1,1,2,0,24,22,22,24,24,24,22,22,22,24,24,24,20,22,24,22,22,22,26,26,26,26,26,22,22,24,20,22,22,24
880184,10975,4.040404528914,27358,5,2,1.300000000000,2,24,25.600000000000,31,2,0,0,2,2,1,1,2,2,2,2,0,2,1,1,1,2,2,0,2,0,2,1,1,2,0,2,1,1,2,24,26,26,26,26,26,24,24,28,28,26,24,26,26,24,24,26,26,26,26,26,26,26,26,26,26,24,24,26,26
880185,14405,4.158513262616,30788,5,0,0.666666666667,2,14,26.533333333333,27,0,0,1,2,0,0,0,0,2,1,0,0,2,1,0,0,0,2,1,1,0,0,1,1,1,0,0,2,2,0,28,28,28,28,26,26,26,26,26,28,26,26,28,28,26,26,26,24,24,26,28,28,28,28,26,24,24,26,26,28
880186,85095,4.929904042620,216166,5,3,1.400000000000,4,27,25.933333333333,31,3,1,1,1,1,2,4,1,2,1,3,2,1,1,1,3,1,0,1,1,2,1,0,1,2,2,1,1,0,1,26,28,28,28,26,28,24,24,24,28,24,26,20,20,22,28,28,28,28,28,26,26,26,26,26,24,26,26,28,28
880187,55,1.740362689494,118,5,0,0.666666666667,2,15,24.066666666667,30,0,1,0,1,1,2,0,1,1,0,2,1,0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,0,2,0,26,26,26,24,24,22,24,24,24,24,24,22,22,24,22,22,22,22,22,26,26,28,28,26,24,24,22,22,26,24
880188,955,2.980003371584,1978,5,1,0.833333333333,2,21,26.333333333333,30,1,1,1,1,0,1,1,1,2,0,1,1,0,1,0,0,2,0,1,0,1,2,1,1,0,1,0,1,2,1,28,26,26,26,24,26,26,26,26,28,26,28,28,28,26,26,26,26,26,28,28,26,26,26,26,26,26,26,26,24
880189,5,0.698970004336,12,5,0,0.000000000000,0,0,26.000000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
880190,485,2.685741738602,996,5,1,0.766666666667,2,21,25.000000000000,31,1,1,0,0,2,1,2,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,26,26,24,24,24,24,24,26,24,26,26,24,22,24,26,26,28,28,26,24,26,24,22,24,24,24,26,26,26,26
880191,2290,3.359835482340,6385,5,1,0.933333333333,2,24,27.200000000000,31,1,1,0,2,1,1,2,1,1,0,1,0,2,0,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,28,28,28,28,26,26,26,28,28,28,28,28,28,28,28,28,28,28,28,26,28,26,26,26,26,26,26,26,26,28
880192,120,2.079181246048,247,5,1,0.633333333333,2,17,24.133333333333,29,1,1,1,0,1,0,1,0,0,2,0,1,1,0,1,0,1,2,0,0,1,1,0,0,1,1,0,1,0,1,22,22,22,24,26,26,26,24,24,24,24,24,24,26,24,24,24,26,22,22,24,24,24,24,26,24,24,24,26,24
880193,70950,4.850952399793,202021,5,0,1.200000000000,3,21,24.600000000000,31,0,0,0,3,2,1,2,3,1,2,0,1,2,1,1,0,0,3,1,1,0,0,2,2,1,1,2,0,2,2,26,26,26,24,26,20,24,22,26,24,28,26,26,24,26,24,24,26,22,24,26,26,26,28,24,26,24,22,20,22
880194,100,2.000000000000,227,5,0,0.566666666667,2,11,24.866666666667,28,0,0,0,2,0,0,2,0,0,0,0,2,0,2,1,0,0,0,2,0,0,1,0,1,1,0,1,0,2,0,26,26,26,26,22,22,26,26,26,26,26,22,22,22,26,26,26,26,26,24,24,26,24,26,26,26,24,24,24,24
880195,15,1.176091259056,30,5,0,0.400000000000,2,8,24.000000000000,13,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
880196,715,2.854306041801,1738,5,0,0.833333333333,2,20,26.466666666667,29,0,1,0,0,2,2,1,2,0,1,1,1,1,0,0,1,1,2,0,1,1,1,0,0,1,1,1,2,0,1,26,26,26,26,24,24,24,24,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,26,26,26,26,26,28,26
880197,95,1.977723605289,222,5,2,0.766666666667,2,19,27.866666666667,28,2,0,1,0,1,1,0,1,1,1,1,0,0,2,2,1,0,0,1,1,2,0,1,1,0,0,0,1,1,1,28,28,28,28,28,28,28,28,28,28,28,26,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
880198,10,1.000000000000,25,5,1,0.800000000000,2,18,25.400000000000,10,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,24,24,24,26,28,28,26,26,24,24,24,24,24,26,28,28,26,26,24,24,24,24,24,26,28,28,26,26,24,24
880199,65,1.812913356643,192,5,0,0.466666666667,2,11,23.733333333333,27,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,2,1,0,22,22,24,24,24,24,24,22,22,24,24,24,24,24,24,22,22,24,24,24,24,24,24,24,24,24,24,24,26,26
880200,3550,3.550228353055,7645,5,0,1.000000000000,2,20,23.133333333333,31,0,0,1,1,2,0,1,1,0,2,2,2,1,0,1,0,2,2,1,1,2,0,2,0,2,1,0,1,0,2,26,26,24,24,22,22,22,22,20,18,18,22,22,24,24,24,26,26,24,24,24,24,20,22,22,24,24,24,24,26
880201,35,1.544068044350,98,5,1,0.533333333333,2,14,26.866666666667,28,1,1,0,0,1,0,1,0,1,2,0,1,0,0,1,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,28,28,28,28,28,28,26,26,26,24,26,26,28,28,28,28,28,26,26,28,26,26,26,24,24,26,28,28,28,28
880202,1880,3.274157849264,3927,5,1,0.833333333333,3,20,23.666666666667,30,1,2,0,0,1,2,1,0,1,0,3,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,2,1,0,1,20,22,22,22,24,24,24,24,22,24,24,24,24,26,26,28,26,26,28,26,24,26,26,24,22,22,20,18,20,22
880203,25,1.397940008672,56,5,1,0.700000000000,1,21,26.333333333333,24,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,26,26,24,26,26,26,26,26,26,26,26,26,26,26,26,26,26,28,26,28,28,28,28,28,28,26,26,24,26,26
880204,5075,3.705436046585,13266,5,1,1.133333333333,3,22,26.333333333333,31,1,1,0,2,0,2,1,1,2,2,1,1,0,1,2,0,1,2,2,0,0,3,0,2,1,0,2,1,1,2,26,28,28,26,24,26,26,26,26,28,28,28,28,26,26,26,24,28,28,26,26,26,26,24,28,28,28,26,24,22
880205,95,1.977723605289,222,5,1,0.766666666667,2,21,27.800000000000,29,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,2,2,28,26,28,28,28,28,28,28,28,28,28,26,28,28,28,28,28,28,28,28,28,26,28,28,28,28,28,28,28,28
880206,2565,3.409087369448,6660,5,1,1.000000000000,3,19,24.933333333333,31,1,2,1,0,1,0,3,3,1,1,0,2,1,0,1,1,2,1,0,0,0,3,1,0,2,0,0,1,0,2,22,26,28,26,26,26,26,20,22,20,22,24,26,24,24,22,22,26,26,26,26,24,24,26,28,28,28,28,28,24
880207,26735,4.427080188436,59502,5,2,1.233333333333,3,23,25.200000000000,31,2,2,0,3,1,1,2,2,1,0,0,2,2,2,0,1,1,3,1,1,2,1,2,1,0,1,0,2,1,0,22,20,22,24,26,24,26,28,28,28,28,26,26,28,26,26,28,26,22,22,26,24,26,24,24,24,24,26,26,26
880208,370,2.568201724067,881,5,1,0.966666666667,2,23,25.333333333333,30,1,1,1,0,1,1,1,1,2,1,0,2,2,0,0,1,2,1,1,0,1,2,1,1,1,0,2,1,0,1,28,28,26,24,24,24,22,22,26,24,22,26,28,28,28,28,26,24,22,24,26,24,24,24,22,24,28,28,28,28
880209,90,1.954242509439,217,5,2,0.900000000000,2,18,27.666666666667,27,2,2,1,0,0,2,2,2,0,0,2,1,1,0,0,2,1,1,0,0,1,1,1,0,0,2,1,2,0,0,28,28,28,28,28,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
880210,985,2.993436230498,2008,5,1,0.866666666667,2,20,23.466666666667,30,1,1,1,0,0,1,2,0,0,0,2,2,0,1,2,1,0,1,1,1,1,0,2,0,1,1,0,1,1,2,24,26,26,26,26,26,24,24,24,24,24,24,22,20,20,18,20,22,24,24,22,24,22,22,24,26,26,24,24,22
880211,155,2.190331698170,410,5,0,0.533333333333,2,12,26.333333333333,28,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,1,0,2,1,0,0,1,1,0,0,0,0,1,1,28,28,28,28,26,26,26,24,24,26,24,24,24,24,22,24,24,26,26,28,28,28,28,28,28,28,28,28,28,28
880212,95,1.977723605289,222,5,0,0.366666666667,1,11,23.000000000000,28,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,20,22,24,24,24,24,22,22,24,24,24,26,26,26,26,26,24,24,22,24,22,20,20,22,22,22,22,22,20,20
880213,27280,4.435844365984,60047,5,0,1.533333333333,3,27,24.866666666667,30,0,2,2,3,1,1,2,3,3,1,0,3,2,2,1,0,3,2,1,1,1,1,1,1,1,1,3,2,1,1,20,22,24,22,22,22,20,26,28,22,24,26,24,24,24,24,26,24,26,28,28,28,28,28,26,26,22,26,28,28
880214,1895,3.277609214304,3942,5,3,1.033333333333,3,19,25.200000000000,30,3,0,1,0,0,3,0,1,0,1,2,0,2,0,1,3,1,1,0,1,1,2,1,0,2,2,1,2,0,0,24,24,24,24,24,26,24,26,26,26,24,26,24,22,24,24,24,24,26,26,28,28,28,28,26,26,26,26,24,24
880215,575,2.759667844690,1598,5,0,0.566666666667,2,12,23.866666666667,30,0,0,0,2,0,0,1,0,2,0,0,1,2,0,0,1,0,1,2,0,0,0,1,1,0,0,0,2,1,0,24,24,24,24,22,22,22,22,24,24,24,26,24,24,24,26,24,24,24,24,24,24,22,24,24,24,24,26,24,24
880216,4755,3.677150521273,12946,5,1,0.833333333333,2,19,24.800000000000,31,1,1,1,1,0,1,1,1,1,2,1,2,0,0,2,0,1,1,0,0,0,2,0,0,2,0,1,1,0,2,26,24,26,26,26,26,26,24,24,24,24,24,24,24,24,24,24,28,26,26,26,26,22,22,24,24,24,24,26,26
880217,1880,3.274157849264,3927,5,0,0.766666666667,2,18,25.000000000000,31,0,1,0,2,1,0,1,0,1,2,1,0,2,1,0,0,1,1,1,0,2,0,0,0,2,0,1,1,1,1,26,26,28,28,26,26,26,24,24,28,24,26,26,26,24,24,22,22,22,24,28,28,28,28,26,22,22,22,22,22
880218,42625,4.629664392001,108160,5,2,1.266666666667,3,22,24.800000000000,31,2,0,2,0,2,1,2,3,1,0,1,2,2,1,2,2,2,2,0,1,0,2,2,0,0,1,1,3,0,1,22,26,24,24,22,24,22,26,26,26,24,26,24,24,24,24,24,24,26,24,26,24,26,28,28,26,26,24,24,26
880219,41710,4.620240189846,107245,5,1,0.966666666667,3,21,26.666666666667,31,1,0,1,1,2,1,3,0,1,0,0,3,1,2,1,1,0,0,1,2,1,1,0,1,1,1,0,0,2,1,28,28,26,26,26,26,26,26,28,28,28,26,26,24,26,28,28,28,26,24,26,28,28,28,28,28,26,26,24,26
880220,7050,3.848189116991,15241,5,0,1.100000000000,3,22,25.000000000000,31,0,0,3,1,1,2,0,0,1,2,2,0,2,1,1,1,1,1,0,3,1,1,1,1,1,0,2,0,2,2,26,26,28,24,24,26,28,28,28,26,26,24,24,26,24,24,26,22,22,24,24,22,26,26,24,26,26,24,22,24
880221,1225,3.088136088701,3272,5,3,1.266666666667,3,23,24.333333333333,31,3,1,0,3,0,2,3,0,1,0,1,2,1,1,0,0,1,1,1,0,1,3,1,2,1,3,1,1,2,2,22,22,24,28,24,22,28,24,22,22,22,22,24,26,26,26,28,28,26,24,24,24,26,22,24,24,22,24,24,26
880222,825,2.916453948550,1848,5,1,0.566666666667,2,15,24.866666666667,30,1,1,0,0,0,0,1,0,0,1,1,0,2,1,1,0,2,1,0,0,0,1,1,1,0,0,1,0,1,0,24,22,24,24,24,24,26,24,24,26,22,22,24,26,24,24,24,26,26,26,26,26,26,26,26,26,26,26,26,26
880223,580,2.763427993563,1603,5,0,0.766666666667,2,19,23.600000000000,31,0,0,0,2,0,1,1,1,1,0,2,1,0,1,0,2,1,0,1,0,1,0,2,0,1,1,1,1,1,1,26,26,26,22,24,22,24,24,22,22,26,22,22,22,22,22,22,22,24,24,24,26,24,22,22,24,24,26,24,26
880224,1110,3.045322978787,3157,5,1,0.866666666667,2,22,24.933333333333,27,1,1,0,2,1,1,0,0,2,1,1,1,0,1,1,1,1,0,2,1,1,0,0,2,1,1,1,1,1,0,26,26,26,24,26,26,24,24,24,22,24,28,28,26,26,26,22,22,22,24,26,28,28,26,24,24,24,24,24,24
880225,25,1.397940008672,56,5,0,0.300000000000,1,9,22.666666666667,21,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22,22,22
880226,65520,4.816373888752,131055,5,0,1.166666666667,4,22,24.733333333333,31,0,1,0,1,3,1,0,4,0,0,0,2,2,1,1,1,2,1,1,1,2,1,1,2,0,2,2,0,1,2,28,26,26,24,24,20,22,28,28,28,28,28,28,26,26,26,26,26,24,24,26,22,20,22,20,20,24,24,24,24
880227,325,2.511883360979,836,5,0,0.600000000000,2,14,24.666666666667,30,0,0,1,1,1,0,0,0,1,1,0,0,1,0,2,0,1,1,0,0,0,2,0,0,2,1,0,1,0,2,24,24,26,26,26,26,26,26,26,26,26,26,24,24,22,22,22,26,26,26,26,26,22,22,26,24,24,22,24,24
880228,180,2.255272505103,435,5,0,0.933333333333,3,19,25.133333333333,30,0,0,1,0,2,1,0,1,1,2,0,2,1,1,0,0,2,2,1,2,1,0,0,1,2,1,0,1,0,3,28,28,28,26,24,26,26,26,28,26,24,22,22,22,22,22,24,22,24,24,26,26,26,26,24,26,26,26,28,26
880229,70,1.845098040014,197,5,1,0.533333333333,2,15,28.000000000000,29,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,2,0,0,0,1,1,0,0,0,1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
880230,1895,3.277609214304,3942,5,0,0.600000000000,2,16,25.800000000000,29,0,2,1,0,1,1,1,1,0,0,0,2,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,22,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,24,26,24,24,28,28,28
880231,25,1.397940008672,56,5,0,0.666666666667,2,10,26.733333333333,21,0,2,0,0,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,2,28,28,24,24,28,28,26,28,28,28,28,28,26,26,26,26,28,28,28,24,24,24,28,28,28,28,28,24,24,28
880232,195905,5.292045520450,458048,5,2,1.166666666667,3,19,26.533333333333,31,2,3,2,1,0,0,3,1,2,1,0,3,0,0,3,0,1,0,2,1,0,2,0,1,1,0,3,1,2,0,22,22,28,28,28,28,26,28,24,26,24,28,26,26,26,28,28,28,26,26,24,28,28,28,26,26,26,28,28,28
880233,9620,3.983175072038,26003,5,1,0.966666666667,2,22,25.333333333333,31,1,0,1,1,1,1,1,1,1,1,0,0,2,2,0,2,1,1,0,1,2,1,2,0,0,2,0,2,1,1,24,24,26,26,26,24,26,24,24,26,26,26,26,22,22,22,24,24,26,26,26,26,28,28,28,28,24,26,26,26
880234,2215,3.345373730559,6310,5,1,1.133333333333,3,21,27.333333333333,31,1,2,0,0,2,2,2,1,0,2,0,2,0,0,1,0,2,1,1,2,2,1,1,1,3,1,2,0,0,2,26,28,28,28,28,26,28,28,28,28,26,28,28,28,28,26,26,26,24,26,28,28,28,28,28,26,28,28,28,28
880235,10640,4.026941627959,27023,5,3,1.500000000000,3,27,26.200000000000,31,3,1,2,1,1,1,2,3,1,2,2,2,1,0,1,2,2,2,1,0,3,1,3,1,1,2,1,2,0,1,28,24,20,24,26,26,28,26,26,26,26,28,26,26,26,28,26,28,26,28,26,28,26,28,24,24,26,28,28,26
880236,1425,3.153814864345,3472,5,2,1.200000000000,3,23,26.400000000000,31,2,1,1,1,1,2,1,1,1,0,2,2,0,2,1,2,0,2,1,1,2,0,1,3,2,0,0,0,2,2,26,26,24,24,24,24,26,28,28,26,26,26,24,24,28,26,28,26,28,28,28,28,28,26,28,28,28,28,26,24
880237,20,1.301029995664,51,5,1,0.900000000000,2,21,26.866666666667,19,1,1,2,1,0,1,2,1,0,0,1,2,1,1,0,1,1,2,0,0,1,1,2,1,0,1,2,1,0,0,28,26,26,28,26,26,26,26,28,28,28,24,24,26,28,28,28,28,28,28,28,26,26,28,26,26,26,26,28,28
880238,7680,3.885361220032,15871,5,2,1.300000000000,4,23,25.800000000000,31,2,1,2,2,0,2,0,2,3,1,1,0,4,2,0,1,1,3,1,0,1,0,4,1,1,1,1,1,0,1,24,26,26,24,24,24,20,22,26,28,26,28,28,26,26,26,24,28,28,28,28,26,28,24,24,26,26,28,26,26
880239,1330,3.123851640967,3377,5,2,0.966666666667,3,22,25.600000000000,31,2,0,0,1,0,2,0,1,3,0,1,1,1,2,1,2,1,1,1,1,2,0,1,1,0,1,1,0,1,1,28,26,26,26,24,24,26,26,28,28,28,28,26,24,24,24,26,26,26,26,26,24,22,24,24,24,26,26,26,26
880240,2955,3.470557485217,7050,5,3,1.033333333333,3,18,25.800000000000,31,3,1,0,2,0,2,1,0,2,0,2,3,1,1,0,2,1,0,0,1,3,0,1,0,1,3,0,0,0,1,28,24,22,24,26,26,26,26,24,22,20,24,26,26,26,26,28,28,28,28,26,26,26,26,24,26,28,28,28,28
880241,11110,4.045714058941,27493,5,2,1.200000000000,3,23,23.933333333333,31,2,0,2,1,1,3,0,1,0,2,2,1,1,2,2,1,1,0,2,1,0,3,1,1,2,0,1,1,0,2,24,26,24,22,22,24,26,24,24,22,22,22,22,24,26,26,24,24,24,20,22,24,22,24,26,26,26,26,24,26
880242,30,1.477121254720,61,5,1,0.666666666667,2,16,25.333333333333,23,1,0,1,0,1,2,0,1,0,0,2,0,1,0,1,1,0,1,0,1,2,0,1,0,0,2,0,1,0,1,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24
880243,2405,3.381115080710,6500,5,1,1.266666666667,3,24,25.266666666667,31,1,0,1,1,2,1,1,0,3,0,1,2,1,3,1,1,1,2,3,1,1,0,0,2,1,1,0,2,2,3,28,28,28,28,24,26,24,26,26,26,24,28,24,22,22,22,22,24,24,24,24,26,26,28,26,26,26,26,24,26
880244,28835,4.459919955747,61602,5,1,1.200000000000,3,23,25.600000000000,31,1,2,0,1,3,0,3,1,1,2,0,1,2,0,2,2,1,2,1,2,0,0,2,2,1,1,0,1,1,1,22,26,24,24,24,22,22,24,26,28,28,28,28,24,24,26,26,24,28,28,26,26,24,22,26,28,28,28,28,26
880245,55065,4.740875643560,120600,5,0,1.266666666667,3,23,25.933333333333,31,0,0,1,3,1,0,1,1,3,0,1,3,2,2,1,3,1,2,2,0,1,1,2,1,0,1,1,3,1,0,28,28,28,26,26,28,28,26,28,24,22,22,24,24,26,28,26,22,24,26,26,28,28,28,28,26,28,26,22,24
880246,4865,3.687082844604,13056,5,0,1.000000000000,2,22,26.266666666667,31,0,1,1,0,2,1,1,2,0,2,0,2,0,1,1,1,1,1,2,1,2,1,2,1,0,1,0,1,0,2,26,26,28,26,26,26,26,28,26,26,26,26,26,24,26,26,26,26,26,24,22,26,26,28,28,28,28,28,28,26
880247,21235,4.327052265327,54002,5,2,1.300000000000,3,22,25.533333333333,31,2,1,2,0,2,1,2,1,3,0,1,1,0,3,0,3,0,1,2,2,2,0,0,1,2,1,0,2,1,3,22,26,24,26,28,26,28,28,24,26,26,26,26,24,24,26,26,26,28,22,24,26,26,28,28,26,26,24,24,22
880248,1810,3.257678574869,3857,5,0,1.066666666667,4,20,24.800000000000,31,0,1,2,1,2,0,0,0,2,4,1,1,1,0,1,1,2,1,0,0,0,3,1,1,3,0,2,1,0,1,22,22,22,22,26,26,26,26,26,24,24,24,24,24,22,22,26,26,28,28,28,28,24,24,22,24,24,26,26,28
880249,355,2.550228353055,866,5,1,0.900000000000,3,18,24.600000000000,29,1,0,2,2,0,0,0,2,2,0,0,1,3,1,1,0,0,1,2,1,0,1,1,1,0,0,1,3,1,0,26,24,24,24,26,26,26,24,26,24,24,24,22,22,24,26,26,26,24,26,24,24,26,26,24,24,24,24,24,24
880250,10,1.000000000000,25,5,1,0.800000000000,1,24,26.400000000000,10,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,26,24,26,26,26,26,28,28,28,26,26,24,26,26,26,26,28,28,28,26,26,24,26,26,26,26,28,28,28,26
880251,4265,3.629919035504,12456,5,0,0.866666666667,2,22,25.333333333333,31,0,1,2,1,1,1,1,0,0,2,0,1,2,1,1,0,1,1,1,1,1,1,1,0,1,0,1,2,0,1,26,26,26,24,26,26,28,28,28,26,24,26,28,26,24,26,26,28,26,26,22,22,20,22,22,24,26,26,26,26
880252,23090,4.363423932917,55857,5,1,0.966666666667,3,17,24.133333333333,31,1,2,0,2,1,2,3,1,0,2,0,0,2,0,3,0,0,0,2,1,0,1,0,0,1,1,0,0,1,3,26,26,22,18,20,24,26,24,24,26,24,24,24,20,24,26,26,26,26,22,22,24,24,24,24,24,26,26,26,26
880253,175,2.243038048686,430,5,1,0.800000000000,2,21,25.533333333333,30,1,0,1,1,1,0,1,1,2,1,1,0,0,2,0,1,0,1,1,1,0,1,1,0,1,1,0,1,2,1,24,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,26,26,26,26,26,26,26,26,26,26,24,24,26,28
880254,2125,3.327358934386,6220,5,3,1.000000000000,3,20,25.133333333333,31,3,0,0,3,0,1,0,1,2,1,3,0,1,1,0,1,1,1,1,1,0,0,2,2,0,0,1,1,2,1,28,24,24,26,28,28,28,28,24,24,26,26,26,28,26,26,24,24,26,28,26,26,28,24,22,22,22,20,20,22
880255,890,2.949390006645,1913,5,1,0.666666666667,2,16,27.866666666667,28,1,1,2,1,0,0,0,1,1,0,1,0,2,0,0,1,1,1,0,0,1,1,2,0,0,1,0,2,0,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,28,28,28,28,28,28,28,28,28,28,28,28
880256,1025,3.010723865392,3072,5,0,1.000000000000,3,21,25.000000000000,31,0,1,0,0,3,1,0,1,1,2,3,1,1,0,2,2,1,2,1,1,0,0,1,1,1,1,2,0,0,1,26,26,24,24,24,24,22,22,22,20,24,24,24,26,24,24,24,22,24,28,28,28,28,26,24,26,28,28,28,28
880257,965,2.984527313344,1988,5,0,0.733333333333,2,17,25.266666666667,29,0,1,1,0,1,0,1,1,0,0,2,0,0,0,0,2,1,1,0,1,0,2,0,1,2,1,1,2,0,1,24,24,24,24,26,26,26,28,26,26,26,28,28,28,28,24,26,24,26,24,24,24,24,24,24,26,24,26,24,22
880258,180,2.255272505103,435,5,1,0.833333333333,2,19,24.666666666667,29,1,1,1,1,0,0,1,1,1,1,2,1,2,0,0,0,0,2,0,0,2,1,1,0,0,2,1,2,0,1,26,24,26,24,24,24,24,24,24,24,24,26,22,26,26,26,26,24,24,24,26,24,26,26,26,26,26,24,22,22
880259,2335,3.368286884902,6430,5,0,0.900000000000,2,21,26.933333333333,31,0,2,1,1,1,1,0,1,2,1,0,1,1,0,2,0,2,1,1,1,0,1,2,0,2,1,1,1,0,0,26,28,26,26,28,28,26,26,26,26,28,28,28,28,28,26,26,26,26,26,28,28,26,26,26,26,28,28,28,28
880260,75,1.875061263392,202,5,0,0.466666666667,2,12,27.266666666667,28,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,0,1,2,1,0,0,0,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,28,28,28,28,28,26,26,26,26,28,26,26,26,26,26
880261,4705,3.672559627763,12896,5,0,0.800000000000,3,20,26.866666666667,28,0,3,0,0,1,1,1,1,0,0,1,1,1,0,1,1,2,1,1,1,0,1,1,1,1,0,2,0,1,0,28,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,24,22,26,26,26,26,28,26,26,26,26,26,26
880262,465,2.667452952890,976,5,0,0.900000000000,3,21,25.066666666667,31,0,2,1,1,0,1,1,1,1,0,2,1,0,3,0,1,1,0,1,1,2,0,1,1,0,1,1,0,2,1,22,24,26,24,26,26,28,26,24,24,24,20,22,24,22,22,26,26,26,28,26,26,26,28,28,28,26,26,24,24
880263,235,2.371067862272,490,5,2,1.066666666667,3,21,23.666666666667,31,2,1,1,1,0,1,1,0,1,1,3,0,3,0,0,2,0,2,1,2,0,0,2,1,1,1,0,3,1,1,26,24,26,24,24,26,26,26,24,26,22,18,22,22,22,24,24,24,22,22,22,22,26,24,26,24,24,24,22,22
880264,18605,4.269629674358,51372,5,1,0.966666666667,3,24,25.400000000000,31,1,0,0,2,1,1,1,1,1,1,0,2,0,1,1,1,2,1,1,1,1,0,3,1,1,0,1,1,1,1,26,26,26,24,22,24,26,26,26,26,26,28,26,26,26,28,24,24,24,26,22,24,22,24,26,28,26,26,28,26
